AirIn,Air.T,Air.P,WaterIn,Water.T,Water.Density,Mixture.zone.P,riser.outlet.P,P.topsep,FR.topsep.gas,FR.topsep.liquid,P_3phase,Air.Valve,Water.level,Water.coalescer,Water.level.valve,water.tank.level,Fault
147.9286041,18.18691063,1.876659036,0.494610906,24.6783905,995.8181152,2.042287111,0.992408812,0.974265575,0.000372681,0.081599399,0.952387273,4.244655132,61.74443054,98.58924866,1.076344967,1.415325046,1.0
147.9046936,15.60589027,0.999393284,0.499491394,25.5639801,996.361084,2.080653906,0.982198715,0.970055878,0.000100936,0.455093294,0.950377405,0.450476706,62.0705986,98.27124786,7.175734043,1.409571052,1.0
152.8258057,18.26856041,2.013247013,0.495723993,24.50606918,995.8433228,2.131146908,1.020066023,0.978946686,0.000512129,0.354418188,0.958136022,0.955666006,63.34616089,98.5876236,4.450223923,1.410552979,1.0
154.0370026,18.24880981,1.658776999,0.496464789,24.36253929,995.6030273,1.413864017,1.110427976,1.023358941,4.892398834,0.837613821,1.001613975,25.71188927,61.9025116,98.7088089,7.799079895,1.423557997,1.0
150.1125031,16.25892067,1.800487995,0.491329789,25.45528984,996.4472046,1.577116966,1.26039505,1.183282018,3.058760881,1.032135963,1.161684036,9.97038269,59.80678177,99.01531219,7.605885983,1.439066052,1.0
148.7487946,18.17617989,1.662804008,0.495760798,24.70907021,995.9296875,1.433745027,1.192206025,1.025462985,2.596818924,0.579940677,1.002951026,26.26568985,62.04676056,98.70633698,8.031414032,1.424592018,1.0
147.4517059,18.33532906,1.699031949,0.496660292,24.53749084,995.1306763,1.443369985,1.213425994,1.019219041,6.978553772,0.795375288,0.99616462,27.35787964,62.10874939,98.68948364,8.288311005,1.423720956,1.0
151.571701,16.23031044,1.65990901,0.50505358,25.50695038,996.3164063,1.390084028,1.14249599,1.03757298,5.104167938,0.748203278,1.016008973,26.13129997,60.8343811,98.47209167,6.769252777,1.441311002,1.0
148.1240997,16.01560974,1.394611001,0.494360089,25.51152039,996.3502197,2.109987974,1.002478957,0.9733091,0.000360895,0.477764487,0.954734623,0.471137106,63.91360092,98.16264343,8.087891579,1.419667959,1.0
118.3546982,19.01662064,1.270712972,0.095330201,19.20085907,998.2279053,1.205811977,1.012436032,1.020048022,5.64e-05,0.066789739,0.999313593,24.9871006,62.21524048,98.70760345,2.371043921,1.441215038,1.0
147.9667053,15.62001991,0.99492377,0.500341296,25.70006943,996.3588867,2.082338095,0.983205616,0.970835328,0.022888931,0.38345471,0.950377584,0.444611698,62.14809036,98.28965759,7.983961105,1.407673001,1.0
148.5294037,16.24340057,1.658233047,0.497354805,25.48008919,996.3400269,1.633092046,1.161211967,1.165271044,0.004972919,0.861664712,1.143550038,22.10897064,58.93415833,99.13140106,0.723421812,1.438222051,1.0
153.3121948,15.58288956,1.030737996,0.498900503,25.41724014,996.3646851,2.076179981,0.979826629,0.971000314,0.000233625,0.376045913,0.949955404,0.460022807,62.19577026,98.26264191,8.255819321,1.405539036,1.0
123.6143036,18.94364929,1.271700025,0.095098749,19.32633972,998.1843872,1.237334013,1.008383036,1.021602988,0.001007779,0.065595433,0.999313593,21.40666962,61.74700928,98.74542236,2.241892099,1.437271953,1.0
148.553299,16.20500946,1.677510977,0.50151211,25.41241074,996.3231812,1.583791971,1.011482954,0.963252604,3.49e-05,0.1592343,0.942849696,0.345002294,61.13669968,98.25525665,5.567880154,1.43621695,1.0
148.844101,18.00893974,1.517863989,0.498449504,24.7259903,995.5529785,1.379320025,1.057736039,1.04450202,2.6e-05,0.240571901,1.023460984,21.03025055,62.03245926,98.76734924,8.399245262,1.423527956,1.0
149.2971039,17.76856041,1.379838943,0.500371277,24.92823029,996.0689697,2.083686113,0.987659574,0.977163613,0.017193209,0.667910993,0.958226681,0.30815801,61.87150955,98.59306335,7.517989159,1.403468013,1.0
148.3863983,15.70592976,1.219495058,0.496797591,25.70006943,996.3305054,2.123280048,1.014011979,0.975384295,0.00041439,0.387222111,0.957276881,0.788597107,61.57349014,98.27757263,8.891553879,1.421921015,1.0
147.5805054,18.35955048,1.711395979,0.496684104,24.34900093,994.9467773,1.466091037,1.180523992,1.02363503,6.655298233,1.045855045,1.001170993,27.38114929,62.305439,98.66017914,7.760709763,1.425302982,1.0
148.033493,15.57116985,0.997535884,0.497751594,25.54294014,996.3665771,2.073030949,0.977805316,0.971202612,0.000272179,0.344933301,0.950475395,0.464889407,62.14570999,98.26515198,7.37164402,1.406232953,1.0
154.389801,18.31110954,1.716402054,0.49663651,24.63174057,995.3145752,1.454676032,1.184576988,1.019629955,8.519248962,0.749232173,0.998979688,27.30730057,61.83734131,98.69877625,8.073221207,1.428128004,1.0
149.864502,18.04099083,1.475998998,0.502763987,24.82024002,995.4880981,1.377045989,1.076333046,0.954728723,0.033011299,0.69204092,0.934019506,19.96081924,62.11231995,98.53829193,6.809294224,1.424579978,1.0
121.4113007,18.90304947,1.142591953,0.095082194,19.29862022,998.1812744,1.136301994,0.922789276,0.954734623,0.000671853,0.0,0.932174981,17.00124931,62.19195938,98.63450623,3.386578083,1.436339021,1.0
152.3822937,16.09235001,1.500319958,0.499388695,25.54294014,996.3217163,1.485767007,0.989547729,0.957060516,0.046696249,0.0,0.937383711,4.324862003,62.63447189,98.2469101,3.237946987,1.438616037,1.0
118.7695007,18.94548988,1.277917981,0.095112689,19.34569931,998.1870728,1.240954995,1.009336948,1.019353032,0.001290665,0.07940077,0.999331474,21.57550049,62.14570999,98.76132202,3.611289024,1.435646057,1.0
150.4653931,18.30240059,1.690418959,0.496627986,24.35396004,995.3806763,1.457350016,1.200790048,1.022495985,6.671956062,0.797177196,1.001191974,27.45140076,61.96688843,98.60951233,8.215789795,1.427103043,1.0
151.4429016,15.15861988,0.747210503,0.510961711,25.51934052,996.428772,1.018257022,0.84601742,0.868001699,0.01413028,0.0,0.845486522,19.43302917,61.4614296,97.94056702,8.390906334,1.441313982,1.0
121.0663986,18.95599937,1.273506045,0.095192254,19.28396034,998.2020264,1.232499003,1.021496058,1.024906039,0.01445192,0.148659796,1.00285995,21.4411602,61.81430054,98.70253754,1.363759995,1.438516021,1.0
122.5842972,19.39903069,1.955157995,0.095598109,19.45181084,998.1027222,1.689203978,1.340266943,1.217746019,11.19412994,1.235648036,1.194643974,9.861771584,73.94998932,99.38485718,45.03136826,1.416836977,1.0
153.2882996,15.56921005,1.03610003,0.499747187,25.56908035,996.3668823,2.073220015,0.977864921,0.971216381,0.00016811,0.362668514,0.950098097,0.465700507,62.12424088,98.28768921,7.596405029,1.406232953,1.0
119.9377975,18.94775009,1.274682045,0.095129818,19.29496956,998.1903076,1.222535014,1.011958957,1.023120999,0.001638378,0.155250505,1.004189014,21.4765892,62.16786957,98.74828339,2.141833067,1.437441945,1.0
148.5341949,17.94441986,1.512016058,0.501740873,24.69457054,995.6835938,1.357612967,1.030079007,1.021404028,0.034424901,0.484622687,1.000097036,20.66889954,61.99608994,98.71054077,8.314783096,1.423313975,1.0
148.6914978,17.88138962,1.375949979,0.499683708,25.07159996,995.9713135,2.093161106,0.992816806,0.978672922,7.99e-06,0.432998687,0.957467079,0.294305593,61.68793106,98.50270081,6.746436119,1.40863502,1.0
148.1575012,15.62197018,0.992464185,0.499822795,25.58484077,996.3585815,2.083147049,0.983687699,0.970387518,0.000122981,0.367935091,0.950415075,0.443800598,62.28796005,98.30361938,7.439266205,1.406805038,1.0
152.6732025,15.76299,1.24812603,0.496234685,25.62281036,996.3466797,1.518198013,0.961572707,0.96017921,0.000717041,0.0,0.939874828,4.683867931,61.80223846,98.19103241,0.0,1.432364941,1.0
148.8106995,18.14324951,1.631698966,0.495507389,24.7888298,996.0778198,1.36521399,1.119488001,1.026283979,3.798167944,0.770028889,1.003952026,26.28195953,62.13457108,98.70028687,7.97077322,1.423446059,1.0
149.1636047,16.30554008,1.583819032,0.50252068,25.36648941,996.3139038,1.331024051,1.113049984,0.955346882,7.913134098,0.907219589,0.930500388,25.76722908,60.56019974,98.24738312,2.564538956,1.437950015,1.0
146.0926971,16.09378052,2.215265989,0.496837914,25.54294014,996.3356934,2.085701942,1.06703496,0.979522824,0.181264699,0.896131694,0.963853776,0.925587475,62.40678024,98.34931183,8.28181076,1.414435029,1.0
153.5935059,15.63204002,1.091017008,0.499947786,25.57324982,996.3569946,2.086709023,0.985601425,0.969470918,0.001005308,0.406647801,0.949162185,0.439620286,61.53533936,98.25095367,7.730275154,1.40763998,1.0
121.0821991,19.14480019,1.283939958,0.095449552,19.29496956,998.2503052,1.215615988,1.019469023,1.021828055,0.000220615,0.1013356,1.001384974,24.99834061,61.9358902,98.68247223,1.438905001,1.440909028,1.0
149.4846954,15.57625008,1.008738995,0.502830029,25.60580063,996.3676758,2.072542906,0.977580786,0.971254528,0.0140815,0.340471715,0.949249089,0.467946589,62.05152893,98.31407166,7.617455959,1.406232953,1.0
118.7266006,18.99111938,1.202044964,0.095306382,19.32106972,998.2233887,1.17287004,0.993362427,1.013816953,0.000955975,0.03364243,0.9926548,24.61911011,61.85781097,98.76271057,2.400578976,1.438516021,1.0
118.9269028,18.98270035,1.463788986,0.094889373,19.5145607,998.1450806,1.537173986,0.963184118,1.002974033,0.001630603,0.0,0.982771575,7.612644196,61.12689972,98.6398468,0.0,1.433869004,1.0
150.303299,15.64496994,1.063406944,0.498800695,25.66864967,996.3549805,2.088943958,0.985767722,0.969417572,0.006769605,0.395894587,0.949113786,0.434254497,61.76900101,98.26122284,5.279222012,1.412083983,1.0
121.2490997,19.17975044,1.897779942,0.094734289,19.48317909,998.1160278,2.143199921,1.031669021,1.006265044,3.45e-06,0.0,0.986792684,0.564064384,61.10821915,98.77677917,0.0,1.428223014,1.0
150.5034943,15.98797035,2.360606909,0.467923909,25.50427055,996.4428711,2.05914402,1.504539013,0.963013291,11.43338013,-1.915683985,0.921568692,1.01218605,63.05886078,98.10453796,12.41026974,1.441311955,1.0
118.5644989,18.94536972,1.285586953,0.095111817,19.33462906,998.1868896,1.251685977,1.005522013,1.018823028,0.001272984,0.112133697,0.999313593,21.56554985,62.18146896,98.75753784,3.692392111,1.435747981,1.0
147.9190979,18.3180809,1.751904011,0.496643305,24.44323921,995.2617188,1.538458943,1.154296994,1.019036055,6.402318954,1.032474041,0.996730626,27.45812035,62.1015892,98.73754883,8.25165081,1.428233027,1.0
148.9537964,18.35136032,1.687422991,0.496675998,24.5689106,995.0089722,1.431059957,1.116626978,1.02157402,7.554312229,0.554686129,0.997260213,27.2417202,62.17908096,98.73284149,8.344988823,1.424993038,1.0
149.2494965,18.33254051,1.691035986,0.49665761,24.39113045,995.1519165,1.437703967,1.133555055,1.019498944,7.156351089,1.119488001,0.996465981,27.2986393,61.86674881,98.69333649,8.558979034,1.424394965,1.0
153.5791931,17.93367004,1.497895956,0.503639996,24.69457054,995.7053833,1.378854036,1.071802974,1.019808054,0.0001574,0.124738902,0.998971522,20.47356987,62.05271912,98.68855286,8.029438972,1.424100995,1.0
154.3708038,18.29247093,1.654453039,0.496618211,24.52178955,995.4561157,1.430655956,1.097314,1.012454033,4.701200962,1.032942057,0.992111385,27.01473045,62.04674911,98.650383,7.849020958,1.426254988,1.0
148.8966064,16.32312012,1.629943013,0.500793815,25.60580063,996.3132935,1.384910941,1.097790956,0.954237223,7.628743172,0.896180212,0.928440928,28.21433067,59.61603928,98.35249329,8.516839981,1.436182976,1.0
149.497406,15.58625984,0.994640887,0.499992311,25.63722038,996.3701782,2.069699049,0.976452172,0.971369028,1.8e-05,0.391253889,0.949754179,0.474685103,61.75468826,98.2620163,7.564538956,1.406232953,1.0
149.120697,15.70547962,1.216534972,0.49625501,25.54294014,996.3325195,2.109977007,1.004827976,0.976976514,5.78e-05,0.460938811,0.958463907,0.809185326,62.57963181,98.30570984,7.393004894,1.419515967,1.0
152.1963959,15.58255005,1.031376004,0.50104332,25.55290985,996.3693237,2.070523977,0.976665676,0.97132659,0.000162124,0.426655203,0.950550675,0.472189397,62.02331161,98.20081329,7.659739017,1.406232953,1.0
120.0569992,18.95561028,1.284608006,0.095189363,19.23222923,998.2014771,1.256245017,1.009575009,1.026651978,0.00065278,0.084913693,1.003738999,21.50118065,61.92874146,98.70097351,1.104701996,1.437064052,1.0
119.8900986,18.89561081,1.146625996,0.095078424,19.10676003,998.180603,1.132532954,0.92207408,0.95296818,0.000595238,0.0,0.930587471,15.75080013,61.98994064,98.47205353,3.383533001,1.436866045,1.0
153.5982971,15.89103031,1.477298021,0.502949417,25.38582993,996.3192139,1.43957901,0.894894004,0.886059284,4.13e-05,0.0,0.863842428,16.60659027,60.36349869,98.02586365,3.34297204,1.440518022,1.0
118.3833008,18.82480049,1.244999051,0.095035441,19.48317909,998.1724854,1.239925981,0.99622339,1.026556015,0.001152005,0.0,1.006742954,10.96133995,60.80445099,98.6889267,0.0,1.440022945,1.0
118.9054031,18.84520912,1.321074963,0.095016561,19.42255974,998.1690063,1.314813018,1.011005998,1.041399002,0.020446179,0.0,1.021602988,12.64636993,60.60549927,98.79797363,0.0,1.440757036,1.0
149.2733002,18.23292923,1.650828958,0.496242195,24.53749084,995.6743774,1.453953981,1.129024982,1.026057959,2.371701002,0.80858928,1.004683971,26.24704933,61.9152298,98.74352264,7.966187954,1.422441006,1.0
121.5400009,18.86012077,1.169147968,0.095060423,19.40649986,998.1771851,1.160388947,0.949651718,0.978881598,0.000229844,0.0,0.957097709,11.54413033,61.23392868,98.47727966,0.0,1.437278986,1.0
147.9095001,15.57221985,0.99213028,0.497908205,25.6565609,996.366394,2.072947979,0.97777319,0.971195221,0.000328215,0.373307705,0.950424612,0.464452714,62.0847702,98.26428986,7.184010029,1.406232953,1.0
149.4353943,15.70697021,1.186068058,0.503658772,25.60580063,996.3259888,1.988626003,0.996938705,0.975131273,0.000281812,0.816118181,0.956592023,0.701798022,62.23868942,98.28964233,0.711132228,1.428190947,1.0
149.2256012,16.22533035,1.595754027,0.501328111,25.41724014,996.3234253,1.576797962,0.990024507,0.967582583,0.095524713,0.983689725,0.949162185,0.45739311,60.61026001,98.25713348,3.479263067,1.432302952,1.0
120.3716965,18.82464027,1.203804016,0.095042408,19.48317909,998.1738892,1.192304969,0.985971272,1.015292048,0.001673667,0.0,0.995454073,10.62504005,60.90272903,98.6940918,0.0,1.439257026,1.0
153.6412048,18.36252975,1.996741056,0.497970492,24.75741005,995.8953247,2.12085104,1.014441967,0.980108917,0.039005719,0.646953821,0.958449423,0.283538312,62.65354156,98.50937653,6.97802496,1.408030987,1.0
119.6325989,19.14393044,1.283244014,0.095473953,19.24650955,998.2548828,1.219707012,1.022688031,1.019374013,0.000389935,0.109660797,0.998147726,24.86281967,62.01028061,98.70084381,3.516450882,1.439149976,1.0
120.7850037,19.13488007,1.842898011,0.094768271,19.47089958,998.1223755,2.061825991,0.965761423,1.006016016,0.0112418,0.0,0.984180272,0.51487571,61.02346039,98.60118103,0.0,1.430073023,1.0
153.2548981,17.91885948,1.477231979,0.495878994,24.61791992,996.4467773,1.518129945,1.144521952,1.025614977,8.134078026,1.017575026,1.002840042,27.56352043,61.90727997,98.57128143,8.315378189,1.408908963,2.0
118.5787964,17.81605911,1.269943953,0.099635728,24.16275978,996.5892944,1.220656037,1.015297055,1.019745946,0.000217102,0.077130228,0.997456074,24.90155029,61.66292953,98.7770462,2.531605005,1.429641962,2.0
118.8696976,17.75564003,1.242467046,0.095690623,23.57984924,996.7443848,1.281141043,1.009098053,1.024178982,0.000147949,0.089167312,1.002027035,25.14154053,61.99073029,98.71807861,3.550139904,1.422103047,2.0
119.1939011,17.88829041,1.27599597,0.100466199,24.14842987,996.7105713,1.217175961,1.013389945,1.018996,0.001674998,0.070780821,0.996113718,24.98995972,62.21392822,98.72844696,1.145241022,1.431077003,2.0
118.1925964,17.70916939,1.236523986,0.097900279,23.84641075,996.6574707,1.206598043,1.008383036,1.021100044,0.02602745,0.049669839,1.002377987,25.2755909,62.43479156,98.77451324,4.028983116,1.428948998,2.0
119.055603,17.80135918,1.249672055,0.099237211,23.95030022,996.6049805,1.20359695,1.01541698,1.021602988,0.000649584,0.056743119,0.998471916,25.07473946,61.99232101,98.78579712,3.048820019,1.430719018,2.0
118.0018005,17.71933937,1.266163945,0.097987108,23.83243942,996.6541138,1.231626987,1.019827008,1.019279957,0.000106095,0.03471458,0.997456074,25.16004944,62.09038925,98.69315338,0.382321805,1.42573297,2.0
118.5454025,17.67642975,1.172047019,0.097620867,23.87781906,996.6685181,1.169268012,1.005066991,1.021602988,0.0004007,0.040886689,1.003819942,25.14973068,61.67226028,98.78933716,2.844815016,1.423382998,2.0
122.2934036,17.80451965,1.275864959,0.099322923,24.1178894,996.6016235,1.237530947,1.048915029,1.022439957,1.8e-05,0.04639563,1.000056982,25.00052071,62.14569855,98.78125,1.816141009,1.428454995,2.0
119.8471985,17.81072044,1.267421961,0.099491023,24.03487015,996.5949707,1.214118004,1.016489029,1.019873023,1.66e-06,0.083836339,0.99733448,25.03013992,62.35580826,98.64642334,3.667542934,1.431828022,2.0
119.3942032,17.88360023,1.23495698,0.09293551,23.0926609,996.8527222,1.284296036,1.021734953,1.025128007,9.09e-05,0.05972933,1.004886031,25.24790955,62.03602982,98.70298004,2.114646912,1.419971943,2.0
148.5771027,17.91238976,1.49307096,0.495933801,24.69457054,996.8800049,1.497292042,1.153344035,1.026178002,6.696349144,1.258733988,1.003028035,27.43828964,62.13616943,98.60032654,7.828360081,1.410277009,2.0
148.2433014,17.91684914,1.488602042,0.495896012,24.58185005,996.4356079,1.511693001,1.172656059,1.02355504,6.180978775,0.611766577,1.001373053,27.46242905,61.95734024,98.61646271,7.782646179,1.410204053,2.0
118.8077011,17.79770088,1.246376991,0.099138133,24.1291008,996.6088257,1.208660007,1.013867021,1.023460984,0.000424988,0.089517906,1.001170993,25.23357964,62.08013916,98.79698944,1.868626952,1.428735971,2.0
119.0902023,17.86173058,1.246572971,0.093406387,23.40670013,996.8342285,1.281380057,1.017205,1.019865036,0.000277519,0.06995815,0.997600079,25.12957954,61.8985405,98.70860291,3.024534941,1.42058599,2.0
119.5038986,17.84197998,1.248116016,0.093831621,23.37137032,996.8175049,1.286231995,1.020303965,1.018453956,0.000446061,0.04332491,0.997456074,25.19625092,62.16978073,98.70298004,2.604334116,1.419075966,2.0
119.3013,17.84223938,1.248904943,0.093826048,23.21826935,996.817688,1.284243941,1.012038946,1.01788795,0.000443855,0.075735942,0.997373879,25.17770958,62.17697906,98.70298004,2.737478971,1.419263005,2.0
122.6224976,17.78635025,1.25435102,0.095029399,23.47175026,996.7703857,1.290838003,1.015535951,1.023460984,6.14e-05,0.078270681,1.002591014,25.0978508,61.84410095,98.71791077,2.87015605,1.419746995,2.0
120.4194031,17.77886009,1.251551032,0.095190808,23.46950912,996.7639771,1.287201047,1.023404002,1.021631956,8.25e-05,0.091575079,0.998674929,25.06048965,61.89213943,98.73085022,2.733460903,1.419288039,2.0
148.1575012,18.21783066,1.706823945,0.49905479,24.63174057,996.6148071,1.472152948,1.165264964,1.026185989,7.186728001,0.517922282,1.002114058,27.64045906,62.90388107,98.49793243,7.956847191,1.421499968,2.0
123.1231003,17.77306938,1.251721025,0.098445743,23.81498909,996.6359863,1.202319026,1.020542979,1.019484997,0.08122696,0.119517997,0.997470617,24.94099045,62.49935913,98.78238678,2.406649113,1.428416014,2.0
120.5434036,17.80791092,1.254027963,0.094565213,23.40670013,996.7885742,1.293295026,1.024834037,1.022084951,5.83e-07,0.088735104,0.999116123,25.18847084,62.03364944,98.7457962,2.587368011,1.419834971,2.0
121.9023972,17.81044006,1.27342701,0.099483222,24.03487015,996.5952759,1.222558975,1.014104962,1.019783974,0.05998994,0.055782501,0.99934411,25.01202965,62.30884933,98.67330933,3.928431988,1.431833029,2.0
151.4714966,18.21750069,1.701194048,0.50004971,24.67152977,996.5692749,1.411512017,1.166934013,1.023249984,7.927956104,0.655519009,0.999081373,27.7585392,64.25096893,98.50628662,6.735202789,1.421583056,2.0
118.9554977,17.72731018,1.242146969,0.096300647,23.62655067,996.7203979,1.279647946,1.017681003,1.016149998,0.000227826,0.093986981,0.994437695,25.02190971,62.10070038,98.75871277,3.012176037,1.421337008,2.0
153.9178009,17.95050049,1.645753026,0.49887529,24.4118309,995.5582275,1.425639987,1.153820992,1.021460056,9.292537689,0.791140616,0.999439001,27.43700027,62.02648926,98.67675018,8.385810852,1.422780037,2.0
118.4929962,17.84596062,1.251194954,0.093745902,23.29853058,996.8209229,1.28749299,1.017205,1.023460984,0.000412088,0.056739211,1.001669049,25.2280407,61.81747055,98.74508667,2.351193905,1.419509053,2.0
119.6136017,17.95260048,1.222875953,0.092462413,23.18687057,996.8712769,1.28252995,1.009098053,1.016747952,0.000312964,0.088279121,0.997456074,25.15097046,62.11434937,98.7268219,2.633436918,1.421673059,2.0
152.9927063,17.94375038,1.656636953,0.499595314,24.63174057,995.6141968,1.414945006,1.188629985,1.023910046,9.03892231,0.734415293,1.00030005,27.40267944,61.90727997,98.6308136,8.276691437,1.422176957,2.0
120.3050003,17.68766022,1.200410962,0.097154453,23.66221046,996.6868286,1.226310015,1.004503012,1.023460984,0.000339626,0.026854459,1.00216496,25.08152962,61.93112946,98.76178741,0.123573199,1.425948024,2.0
151.8721008,18.21746063,1.702180982,0.503149986,24.63174057,996.5640259,1.406769037,1.130216956,1.02075696,9.423751831,0.925609171,0.99625349,27.8651104,62.08800125,98.5059967,0.47356689,1.427261949,2.0
148.6342926,18.32641983,3.244757891,0.427438796,24.60032082,996.5275879,2.993577957,1.77204895,0.97451359,2.518311024,1.792263031,0.949691772,25.85095024,62.21178055,98.46972656,8.644872665,1.410627961,2.0
118.3451996,17.87780952,1.240646005,0.093060188,23.28108025,996.8477783,1.282405019,1.019111991,1.023030996,0.000140304,0.050639112,1.001170993,25.28043938,62.0180397,98.71251678,2.74710989,1.418297052,2.0
120.1715012,17.81687927,1.273630023,0.09965799,24.24114037,996.5883789,1.223821998,1.00790596,1.017526031,0.000250248,0.092698023,0.995695829,24.98496056,61.75708008,98.73168945,3.451942921,1.429079056,2.0
118.9077988,17.78314972,1.247102976,0.095098414,23.40670013,996.7677002,1.285359979,1.009098053,1.021602988,7.04e-05,0.077799812,0.997456074,25.18070984,62.1292305,98.68051147,2.589262962,1.418344975,2.0
149.9694977,17.89003944,1.543352962,0.496953398,24.67135048,996.5336914,1.471024036,1.167649031,1.024698973,8.170962334,0.624090195,1.000288963,27.39045906,61.6990509,98.65141296,7.125154018,1.411811948,2.0
119.7613983,17.77853012,1.250702024,0.098618276,23.9365406,996.6292725,1.206469059,1.014582038,1.022678018,0.154907197,0.064225823,1.000864983,25.04475975,62.11661911,98.77623749,4.074316025,1.429519057,2.0
119.7613983,17.76789093,1.247310996,0.095426813,23.45260048,996.7548218,1.285629034,1.017205,1.024176002,0.000113403,0.080172099,1.001034021,25.27238083,61.9192009,98.74690247,2.257297993,1.422000051,2.0
118.4596024,17.84601974,1.250833035,0.093744792,23.30724907,996.8209229,1.285568953,1.024595976,1.023460984,0.000411647,0.065484017,1.001557946,25.23144913,61.90171051,98.74350739,2.419152975,1.419531941,2.0
150.4653931,17.94953918,1.633157015,0.498977214,24.67141914,995.5662231,1.430508971,1.139991999,1.023743987,8.405845642,0.865300715,1.002171993,27.47219086,61.9859581,98.64865112,8.276756287,1.422780037,2.0
119.7565994,17.71981049,1.243468046,0.096462063,23.52565002,996.7141113,1.276782036,1.012436032,1.017837048,0.000248962,0.054017011,0.99687022,25.12236023,61.89583969,98.70506287,2.933123112,1.41869998,2.0
121.9549026,17.81557083,1.270336032,0.099622369,24.18968964,996.5897827,1.220569968,1.020542979,1.020038962,0.000197215,0.079845943,0.999267399,24.93394089,61.63518906,98.7855072,1.902742982,1.42998004,2.0
148.2767029,17.91353989,1.483914971,0.495923996,24.60032082,996.4172974,1.501642942,1.127117038,1.021602988,7.738308907,0.628157079,0.999056399,27.46931076,61.99311066,98.57447052,8.13219738,1.411546946,2.0
119.1652985,17.68046951,1.206066966,0.097309187,23.78059959,996.6807861,1.239842057,1.005252957,1.021762967,0.000359887,0.0,1.001922011,25.14875031,61.97375107,98.80283356,0.433622211,1.428246021,2.0
119.3464966,17.93903923,1.228364944,0.092518069,23.27368927,996.8690796,1.286088943,1.017920017,1.024925947,0.000660702,0.087100513,1.004153013,25.27684975,61.96450043,98.75305176,2.208673954,1.421447039,2.0
118.0923996,17.73785973,1.226699948,0.098145179,23.9406395,996.6478882,1.209882021,1.006713986,1.019049048,0.003886469,0.070445903,0.997229517,25.14587975,62.36777878,98.76889801,2.411164999,1.429312944,2.0
119.6231003,17.82612991,1.268514991,0.099908464,24.15641975,996.9244995,1.225690961,1.023404002,1.019745946,0.020406229,0.092693023,0.999313593,24.91950035,61.68067169,98.78642273,3.998496056,1.427193999,2.0
121.9786987,17.77918053,1.242532015,0.098636091,23.84641075,996.6286011,1.199107051,1.010051966,1.021407008,0.037457932,0.075327881,0.999313593,25.02141953,62.2857399,98.73635864,3.68224597,1.429013968,2.0
120.3908005,17.75181961,1.243559957,0.095772997,23.62655067,996.7410889,1.281887054,1.009098053,1.019695044,0.000158735,0.080869943,0.998628497,25.19062996,62.12939072,98.79450226,1.551188946,1.420513034,2.0
151.4714966,17.91530991,1.496721029,0.495909005,24.4118309,996.427124,1.510763049,1.145475984,1.023933053,7.925316811,0.638993323,1.001170993,27.38532066,61.96371078,98.64594269,8.07843399,1.412570953,2.0
121.6163025,17.77976036,1.253806949,0.098651677,24.16052055,996.6279907,1.218397975,1.017442942,1.01788795,0.126439497,0.092896119,0.997633874,25.04499054,62.49380112,98.79914856,3.053512096,1.428573012,2.0
119.2273026,17.74360085,1.25228405,0.095949993,23.65796089,996.7341919,1.29461503,1.021496058,1.021718025,0.000181911,0.084238723,1.001170993,25.31340981,62.07514954,98.80431366,2.317580938,1.419352055,2.0
154.5758057,17.91835022,1.472965956,0.495883286,24.66315079,996.4439697,1.491747022,1.134032011,1.025236011,8.638735771,0.717223585,1.002432942,27.53782082,62.11629868,98.60283661,8.350558281,1.407902002,2.0
122.1313019,17.86343956,1.246021986,0.093369648,23.34388924,996.8356934,1.285043955,1.021973014,1.023699999,0.00026296,0.064733744,1.003028035,25.15216064,61.73561859,98.78881073,2.048391104,1.421383977,2.0
119.5373001,17.84852028,1.270524979,0.100235701,24.36487007,996.7990112,1.214552999,1.017442942,1.019657016,0.09112145,0.073367514,0.999358475,25.1793499,62.34358978,98.7352829,1.063248038,1.428694963,2.0
119.1415024,17.66765022,1.153308988,0.097585253,23.84210968,996.6699219,1.185098052,0.998956025,1.019731045,0.000396036,0.0,0.999544799,25.11510086,61.69406891,98.79170227,1.429435968,1.42592597,2.0
123.1517029,17.78583908,1.260010958,0.09504053,23.37528992,996.7700195,1.297250986,1.028887033,1.021711946,6.28e-05,0.055947799,0.999847829,25.04781914,61.97245026,98.71233368,2.984493017,1.41951704,2.0
119.3631973,17.8899498,1.229496956,0.092719547,23.40670013,996.8612061,1.288519025,1.012675047,1.017542005,5.29e-06,0.08486747,0.997456074,25.09082031,62.0489006,98.8012085,2.618477106,1.420101047,2.0
118.8840027,17.77807045,1.248438001,0.098606043,23.96659088,996.6298218,1.21241498,1.020542979,1.02282095,0.02603915,0.068343848,1.000941038,25.06080055,62.00209045,98.80030823,4.044922829,1.430215955,2.0
119.6755981,17.85816956,1.256057024,0.093483187,23.24967003,996.8311768,1.291471004,1.019350052,1.024374962,0.000307963,0.05154866,1.003499985,25.27858925,62.00574112,98.63796997,2.163669109,1.421851039,2.0
119.7900009,17.77338982,1.232432008,0.098479137,24.00345993,996.6348267,1.196143031,1.006713986,1.020256996,0.000947803,0.052013021,0.999061525,25.01926994,62.25202942,98.74871063,0.717769086,1.427240968,2.0
